Raga,Tonic,Filename,Link,Instrument,Artist,Start time,Gender,Channel,Bandish,End time,Notes
Bihari,G#,Bihari_6,https://youtu.be/ksfYVfh-mBk?si=Nao0Jl1yRIOKY0vh,Vocal,Shruti Sadolikar,0:38,#REF!,,,,
Bihari,D#,Bihari_7,https://youtu.be/W01XQbLWL0A?si=yYXCYs1FPxM6xGKw,Vocal,Nishad Matange,1:50,#REF!,,,,
Bihari,B,Bihari_8,https://youtu.be/t9WAREKVaW0?si=jmePA_e4SJQbhMNh,Vocal,Kishori Amonkar,,#REF!,,,,
Bilaskhani Todi,E,Bilaskhani Todi_1,,Vocal,Basavraj Rajaguru,,#REF!,CompMusic DB,,,
Bilaskhani Todi,C#,Bilaskhani Todi_2,,Vocal,Amir Khan,,#REF!,CompMusic DB,,,
Bilaskhani Todi,D,Bilaskhani Todi_3,,Vocal,Pt. Jasraj,,#REF!,CompMusic DB,,,
Bilaskhani Todi,D#,Bilaskhani Todi_4,,Vocal,Rashid Khan,,#REF!,CompMusic DB,,,
Bilaskhani Todi,D,Bilaskhani Todi_5,,Vocal,Satyasheel Deshpande,,#REF!,CompMusic DB,,,
Bilaskhani Todi,A#,Bilaskhani Todi_6,,Vocal,Kaushiki Chakraborti,,#REF!,CompMusic DB,,,
Bilaskhani Todi,G#,Bilaskhani Todi_7,,Vocal,Shruti Sadolikar,,#REF!,CompMusic DB,,,
Bilaskhani Todi,C#,Bilaskhani Todi_8,,Vocal,Ajoy Chakraborti,,#REF!,CompMusic DB,,,
Bilaskhani Todi,C#,Bilaskhani Todi_9,,Vocal,Ajoy Chakraborti,,#REF!,CompMusic DB,,,
Bilaskhani Todi,A,Bilaskhani Todi_10,,Vocal,Girija Devi,,#REF!,CompMusic DB,,,
Bilawal,C#,Bilawal_1,https://youtu.be/ZYQITiocNfk?si=kQ2M2GQciy3KVVuJ,Vocal,Ajoy Chakraborti,,#REF!,,,,
Bilawal,C#,Bilawal_2,https://youtu.be/oTg3QBVYFSc?si=C4yWmmafrmuJD9G9,Vocal,Bhimsen Joshi,,#REF!,,,,
Bilawal,D,Bilawal_3,https://youtu.be/Pk8odDzE-Ps?si=_7dQkUGxcOg3H4An,Esraj,Pamalka Manjitha Karunanayake,,#REF!,,,,
Bilawal,E,Bilawal_4,https://youtu.be/1UHjnQRMvIE?si=1iTxJM6Q5C76HnIZ,Vocal,Vasantrao Deshpande,,#REF!,,,,
Bilawal,E,Bilawal_5,https://youtu.be/wH3rLKhhw30?si=ITxaWFwbNc2Yy0Er,Flute,Bhola Nath Prasanna,,#REF!,,,,
Bilawal,A#,Bilawal_6,https://youtu.be/g2fHVAOtUdg?si=17AyqKRnxU10mDNr,Vocal,Nusrat Fateh Ali Khan,,#REF!,,,,
Champakali,D#,Champakali_1,https://youtu.be/f5nqGiNuTIk?si=aBgbSjbTMzvvM-q_,Vocal,Rajan Sajan Mishra,,#REF!,Komal Nishad,,,
Champakali,D#,Champakali_2,https://youtu.be/ZQcGxPrTGgY?si=HZTjZ2i2DR09WRhd,Sarangi,Zohaib Ali,,#REF!,,,,
Champakali,D#,Champakali_3,https://youtu.be/7An8yztP95Y?si=Hx8xtKj2XJ0MiYNs,Sarod,Akbar Ali khan,,#REF!,,,,
Champakali,D,Champakali_4,Champakali (Live) | Anirudh Varma Collective feat. Saptak Chatterjee | Suyash Gabriel | Kavya Singh ,Vocal,Anirudh Verma Collective,,#REF!,,,,
Champakali,D,Champakali_5,https://youtu.be/qrbD9q49n0c?si=IfENTuiNFGUb331t,Sarangi,Momin Khan,,#REF!,,,,
Champakali,D,Champakali_6,https://youtu.be/wshs9Mqq9Eo?si=m6IpUpStKbESFr-T,Vocal,Fareed Hassan,,#REF!,Bazm E Khas,,,
Champakali,A#,Champakali_7,https://youtu.be/htv0idteKnQ?si=ILtAkeP4zg_L8jDy,Vocal,Ashwini Bhide,,#REF!,,,,
Champakali,D,Champakali_8,Pandit Jagdish Prasad (vocal) - Raga Vachaspati ,Vocal,Jagdish Prasad,,#REF!,,,,
Champakali,A#,Champakali_9,https://youtu.be/JUvXCpZW-o4?si=11Ata7NDQuWq-hE1,Vocal,Ashwini Bhide,,#REF!,,,,
Champakali,D,Champakali_10,https://youtu.be/TQ5Hm0M62yA?si=Np0s2-_aQGusA0Cy,"Flute, Sitar","Kushal Das, Shashank Subramanyam",,#REF!,,,,
Chandrakauns,G#,Chandrakauns_1,https://youtu.be/kZTC4eB-DKU?si=nBeykx8ZK3ZWjz5i,Vocal,Ranjani and Gayatri,,#REF!,Darbar,,,
Chandrakauns,G#,Chandrakauns_2,https://youtu.be/PfiEPZE9w7M?si=WSHeU5cwpy6jkAhj,Rudra Veena,Jyoti Hegde,,#REF!,Darbar,,,
Chandrakauns,C#,Chandrakauns_3,https://youtu.be/eIlzQPm5PYQ?si=sItHKxkxE5ln9GYU,Sitar,Roopa Panesar,,#REF!,Darbar,,,
Chandrakauns,C#,Chandrakauns_4,https://youtu.be/g22BWgZ2cCE?si=F_dzgaXbaOEp63Lp,Vocal,Sanjeev Abhyankar,,#REF!,,,,
Chandrakauns,D,Chandrakauns_5,https://youtu.be/C-l-BZMlYJA?si=_XYCTVlroeTPF9Sz,Vocal,Rashid Khan,,#REF!,,,,
Chandrakauns,F#,Chandrakauns_6,https://youtu.be/WHmB9UK6D_w?si=Pcr4igIkAFbH0dGD,Vocal,Kumar Gandharv,,#REF!,,,,
Chandrakauns,F,Chandrakauns_7,https://youtu.be/j2vYHWssJHQ?si=jITN6d-TnDgivOmS,Flute,Hariprasad Chaurasia,,#REF!,,,,probably 432
Chandrakauns,A#,Chandrakauns_8,https://youtu.be/yLa9Y1zECdw?si=lA9hQTDuF2ep9M17,Vocal,Ashwini Bhide,,#REF!,,,,
Chandrakauns,B,Chandrakauns_9,https://youtu.be/YhSl69_G5Ws?si=InKmhDJ3T1pzoxlz,Vocal,Manali Bose,,#REF!,1001 Bandishes,,,
Chandrakauns,D,Chandrakauns_10,https://youtu.be/c_KWyF1E41s?si=kiCyHmqblfqbtt9c,Mohan Veena,Vishwamohan Bhatt,,#REF!,,,,
Chandrakauns,D#,Chandrakauns_11,https://youtu.be/djv4bJH8250?si=Sz2zEcBrNrmsyM2i,Vocal,Prabhakar Karekar,,#REF!,,,,
Chandrakauns,F,Chandrakauns_12,https://youtu.be/QsvBJ914reg?si=_foCWI57VkSmri-u,Multiple,Jaubi,,#REF!,,,,
Chandrakauns,B,Chandrakauns_13,https://youtu.be/BZTwmLoKZ2U?si=MlueF8nfgp1NXgu5,Vocal,Sayeeduddin Dagar,,#REF!,,,,
Chandrakauns,G,Chandrakauns_14,https://youtu.be/vPib32E1fXs?si=OnY4zKnAMNVjyKUx,Rudra Veena,Madhuvanti Pal,,#REF!,,,,
Chandrakauns,D,Chandrakauns_15,https://youtu.be/xRy5_iJIYZo?si=J4_9DNQN3kNM6IM7,Vocal,Shantanu Bhattacharyya,,#REF!,,,,
Chandranandan,A#,Chandranandan_1,https://youtu.be/2UeSDbLyKU4?si=efvy9GoZbKq_s1ja,Sarod,Abhishek Borkar,,#REF!,,,,
Chandranandan,C,Chandranandan_2,https://youtu.be/QNV0No4U96c?si=CNjVziy-2a9FDxJD,Sarod,Alam Khan,,#REF!,,,,
Chandranandan,D,Chandranandan_3,https://youtu.be/Csnd2DXsJL4?si=6Y-0XILswaHd0P_5,Sitar,Purbayan Chatterjee,,#REF!,,,,
Chandranandan,C,Chandranandan_4,https://youtu.be/Gl3a75jFdeE?si=TaPhethlfFxm5zly,Sarod,Ken Zuckerman,,#REF!,,,,
Chandranandan,C,Chandranandan_5,https://youtu.be/Nn33rsSi8ZA?si=ZmGXXDbRaCSdBn66,Sarod,Alam Khan and others,,#REF!,,,,played with some western musicians
Chandranandan,C,Chandranandan_6,https://youtu.be/mhYIePQDLO4?si=sRCvYqBMbwwkLRVs,Sarod,Tejendra Narayan Majumdar,0:10,#REF!,,,,
Charukeshi,C#,Charukeshi_1,https://youtu.be/A-wVsNjigbY?si=JHpom2T5RqlxeEk-,Sitar,Roopa Panesar,,#REF!,Darbar,,,
Charukeshi,D,Charukeshi_2,https://youtu.be/f0X6kQ5s5Uw?si=ctMfrSY9WbmTKYU2,Vocal,Ajoy Chakraborti,,#REF!,,,,432
Charukeshi,D,Charukeshi_3,https://youtu.be/IBHgJamPOm8?si=bx_GTdyLXAVQNJ12,Vocal,Rashid Khan,,#REF!,,,,
Charukeshi,D,Charukeshi_4,https://youtu.be/X3GbWOegovU?si=qUR7SlET5_IhSOB0,Sitar,Shahid Parvez,,#REF!,,,,
Charukeshi,A#,Charukeshi_5,https://youtu.be/uQamzyf3RwU?si=fDtYvBcuaINyYDcP,Vocal,Kaushiki Chakraborti,,#REF!,,,,
Charukeshi,C#,Charukeshi_6,https://youtu.be/NKzWJG--URg?si=DwQnx0TrLsKWiHMS,"Sitar, Sarod",Abhishek Borkar,,#REF!,,,,
Charukeshi,C#,Charukeshi_7,https://youtu.be/3nb28JVb3-4?si=XynPXMTeXvbjxS8I,Vocal,Sanjeev Abhyankar,,#REF!,,,,
Charukeshi,E,Charukeshi_8,https://youtu.be/HPdg75gadgc?si=wv5i_Mkjm1zXBABj,Flute,Ajay Prasanna,,#REF!,,,,
Charukeshi,E,Charukeshi_9,https://youtu.be/Th8e6xxyg5E?si=QjpwZIEwFbiHLiQh,Sarangi,Sultan Khan,,#REF!,,,,
Charukeshi,D,Charukeshi_10,https://youtu.be/98FLpKeOtNA?si=n-VPUtBc-M9hlx7q,Vocal,Rashid Khan,,#REF!,,,,
Chhayanat,D,Chhayanat_1,https://youtu.be/S_vXFqdaaJQ?si=6w8R_RrI72_qmKzl,Vocal,Rashid Khan,,#REF!,,,,
Chhayanat,D#,Chhayanat_2,https://youtu.be/UKBck_KGjPo?si=SsjpIhrXuotEG88A,Vocal,Omkar Dadarkar,,#REF!,HCL Masters,,,
Chhayanat,C,Chhayanat_3,https://youtu.be/DuzwJ2jI15U?si=KlJ8ZZeTnHr5xaPv,Vocal,Malabika Kanan,,#REF!,,,,
Chhayanat,D#,Chhayanat_4,https://youtu.be/Omp0w2dBQhk?si=ajL5_6OWZZjK_zZp,Vocal,Ulhas Kashalkar,,#REF!,,,,
Chhayanat,E,Chhayanat_5,https://youtu.be/AQlc_HFI6H0?si=PsmsCxpaGqagfgmH,Vocal,D V Paluskar,,#REF!,,,,
Chhayanat,D#,Chhayanat_6,https://youtu.be/S_Bzrk7e6G4?si=nMZxW9cND1YAEVA7,Vocal,Omkar Dadarkar,,#REF!,,,,
Chhayanat,A,Chhayanat_7,https://youtu.be/gPmBuhO1hzI?si=1rbuGdTGnL53YxwV,Vocal,Jayshree Patnekar,,#REF!,First Edition Arts,,,
Chhayanat,E,Chhayanat_8,https://youtu.be/zUPqAx3FG68?si=8VAzRtzYkO8J6Oip,Vocal,Vasantrao Deshpande,,#REF!,,,,
Chhayanat,A,Chhayanat_9,https://youtu.be/JuG7NLLCmos?si=Rli3XfwtqGKAn_2P,Vocal,Shubhada Paradkar,,#REF!,,,,
Darbari Kanada,E,Darbari Kanada_1,,Vocal,Jayateerth Mevundi,,#REF!,CompMusic DB,,,
Darbari Kanada,D#,Darbari Kanada_2,,Vocal,Jayateerth Mevundi,,#REF!,CompMusic DB,,,
Darbari Kanada,C#,Darbari Kanada_3,,Vocal,Bade Ghulam Ali Khan,,#REF!,CompMusic DB,,,
Darbari Kanada,C#,Darbari Kanada_4,,Vocal,Ustad Ghulam Mustafa,,#REF!,CompMusic DB,,,
Darbari Kanada,C#,Darbari Kanada_5,,Vocal,Pt. Jasraj,,#REF!,CompMusic DB,,,
Darbari Kanada,D,Darbari Kanada_6,,Vocal,Rashid Khan,,#REF!,CompMusic DB,,,
Darbari Kanada,D#,Darbari Kanada_7,,Vocal,Rashid Khan,,#REF!,CompMusic DB,,,
Darbari Kanada,D#,Darbari Kanada_8,,Vocal,Ulhas Kashalkar,,#REF!,CompMusic DB,,,
Darbari Kanada,C#,Darbari Kanada_9,,Vocal,Ajay Pohankar,,#REF!,CompMusic DB,,,
Darbari Kanada,D,Darbari Kanada_10,,Vocal,Madhup Mudgal,,#REF!,CompMusic DB,,,
Desh,C#,Desh_1,,Vocal,Abdul Rashid Khan,,#REF!,CompMusic DB,,,
Desh,C,Desh_2,,Vocal,Abdul Rashid Khan,,#REF!,CompMusic DB,,,
Desh,C,Desh_3,,Vocal,Abdul Rashid Khan,,#REF!,CompMusic DB,,,
Desh,C,Desh_4,,Vocal,Abdul Rashid Khan,,#REF!,CompMusic DB,,,
Desh,A#,Desh_5,,Vocal,Veena Sahasrabuddhe,,#REF!,CompMusic DB,,,
Desh,A#,Desh_6,,Vocal,Sanjeev Abhyankar,,#REF!,CompMusic DB,,,
Desh,D,Desh_7,,Vocal,Rashid Khan,,#REF!,CompMusic DB,,,
Desh,D,Desh_8,,Vocal,Rashid Khan,,#REF!,CompMusic DB,,,
Desh,D,Desh_9,,Vocal,Rashid Khan,,#REF!,CompMusic DB,,,
Desh,D#,Desh_10,,Vocal,Ulhas Kashalkar,,#REF!,CompMusic DB,,,
Deshkar,D#,Deshkar_1,https://youtu.be/E8CFmo7tRWA?si=v_Wq7D6pn4Zb_7ni,Vocal,Venkatesh Kumar,,#REF!,,,,
Deshkar,B,Deshkar_2,https://youtu.be/0GZ7UdDiRDU?si=mIy7YM3r-S9Zv164,Vocal,Manali Bose,,#REF!,1001 Bandishes,,,
Deshkar,D,Deshkar_3,https://youtu.be/B2YT_CJEn2k?si=miyiu1JgUsYXjvOs,Vocal,Rashid Khan,,#REF!,Komal Nishad,,,
Deshkar,G#,Deshkar_4,https://youtu.be/TPLnZQfQvWc?si=vMmS_oZkGXbpmrNu,Vocal,Apoorva Gokhale,,#REF!,,,,
Deshkar,C#,Deshkar_5,https://youtu.be/7oQj5Qh5ScU?si=0L1W1k3TqbtZxsFE,Sitar,Shahid Parvez,,#REF!,,,,
Deshkar,B,Deshkar_6,https://youtu.be/6zOPQGJXmZI?si=IWgY2rRgBAq_UGT7,Vocal,Manjiri Alegaonkar,,#REF!,,,,
Deshkar,E,Deshkar_7,https://youtu.be/y17mvudCNA4?si=PPx4basqXFIQAB4R,Vocal,Mallikarjun Mansur,,#REF!,,,,
Deshkar,D,Deshkar_8,https://youtu.be/n58fm2qqYTI?si=RIF1TWn5x3S14BIs,Vocal,D V Paluskar,,#REF!,,,,
Deshkar,D,Deshkar_9,https://youtu.be/vMmsqeCrl38?si=7Q8cT39F-F24ZTkN,Vocal,Rashid Khan,,#REF!,,,,
Deshkar,C#,Deshkar_10,https://www.youtube.com/watch?v=5p2IUDczkrM,Vocal,Bhimsen Joshi,,#REF!,,,,Live at Sawai Gandharva festival
Desi,D#,Desi_1,https://youtu.be/rPy2E9-PRW0?si=2DIh0SM8-fOLtucN,Vocal,Venkatesh Kumar,,#REF!,,,,
Desi,D#,Desi_2,https://youtu.be/a6mTJ4hXjnk?si=PG9h2VdcB64EUeXo,Vocal,Ulhas Kashalkar,,#REF!,,,,
Desi,F,Desi_3,https://youtu.be/k1QEo8fqvic?si=jgG58FO86E_dxVmh,Vocal,D V Paluskar,,#REF!,,,,
Desi,A,Desi_4,https://youtu.be/BdlUztybVro?si=kMTaFDvzmsE-1nfL,Vocal,Prabha Atre,,#REF!,,,,
Desi,D#,Desi_5,https://youtu.be/6Lh1886X_4s?si=dEkzDCrV0IcgkHxR,Vocal,Kedar Bodas,,#REF!,,,,
Desi,E,Desi_6,https://youtu.be/K9ruffturYY?si=ms5DGpG3oyNU38fk,Flute,Pannalal Ghosh,,#REF!,,,,
Desi,A,Desi_7,https://youtu.be/vF1pvk8sNsY?si=wTQhWIoWkObQ0PWM,Vocal,Girija Devi,,#REF!,,,,
Desi,D#,Desi_8,https://youtu.be/0jmUOK-gsRs?si=4qXPDgl7szoSTBul,Vocal,Moinuddin and Nasir Aminuddin Dagar,,#REF!,,,,
Desi,D#,Desi_9,https://youtu.be/BAzm0gT4Yuw?si=8daNIkyViDofBEZ3,Vocal,Rajan Sajan Mishra,,#REF!,,,,
Dev Gandhar,D#,Dev Gandhar_1,https://youtu.be/IEodibJCZbI?si=-HcK6gNkKPSEkLuz,Vocal,Jitendra Abhisheki,,#REF!,,,,
Dev Gandhar,D,Dev Gandhar_2,https://youtu.be/wv3-esnuZzE?si=2TyjDgqwttADx5Tf,Vocal,Vinod Digrajkar,,#REF!,,,,Recording is not great
Dev Gandhar,A#,Dev Gandhar_3,https://youtu.be/Y5j5QVeXHy8?si=3Lwty-xNrSOWLARb,Vocal,Sawani Shende,1:05,#REF!,,,,
Dev Gandhar,B,Dev Gandhar_4,https://youtu.be/tJVHkdYFxmY?si=OBPuy0eO2lvDboUU,Flute,Buddhadev Chatterjee ,,#REF!,,,,
Dev Gandhar,C#,Dev Gandhar_5,https://youtu.be/1gLTeABf5hY?si=bS9BDUhnfEFCd-RF,Vocal,L K Pandir,,#REF!,,,,
Dev Gandhar,A#,Dev Gandhar_6,https://youtu.be/XN2YrhbJRbc?si=QEotu_VOwxukx7Ef,Vocal,Girija Devi,,#REF!,,,,
Dev Gandhar,D,Dev Gandhar_7,https://youtu.be/_PMlV0V_7TI?si=R3h2YC6mwIOgFwIr,Vocal,Krishnarao Shankar Pandit,,#REF!,,,,
Dev Gandhar,D#,Dev Gandhar_8,https://youtu.be/k2M5WTYHKKM?si=WJMiCOcaHHr0ym5v,Vocal,Vidhyadhar Vyas,,#REF!,,,,
Dev Gandhar,D,Dev Gandhar_9,https://youtu.be/fxFbtJDptPU?si=VOCSoNgk-XEchgUJ,Vocal,Suresh Bapat,,#REF!,,,,
Devgiri Bilawal,A,Devgiri Bilawal_1,https://youtu.be/3mVtWjHMADs?si=YLgiQ-A2NvQa2dZ_,Vocal,Shashwati Mandal,,#REF!,,,,
Devgiri Bilawal,G#,Devgiri Bilawal_2,https://youtu.be/4CeGpb2aSsg?si=H2UcdcPuCli_DmYh,Vocal,Moumita Mitra,,#REF!,,,,
Devgiri Bilawal,C#,Devgiri Bilawal_3,https://youtu.be/41BhHSq5-5w?si=EtnAw8qNsHDpn0GA,Vocal,Vikas Kashalkar,,#REF!,,,,
Devgiri Bilawal,B,Devgiri Bilawal_4,https://youtu.be/226Usqahn3Y?si=XmcgQJCmQEuHczow,Vocal,Manali Bose,,#REF!,1001 Bandishes,,,
Devgiri Bilawal,E,Devgiri Bilawal_5,https://youtu.be/LmRUXZAw8l0?si=GamK7TP-RrS57DtO,Violin,N Rajam,,#REF!,,,,
Devgiri Bilawal,G#,Devgiri Bilawal_6,https://youtu.be/jrIYQBqLBGg?si=B9G0uWKD44RfsoqO,Vocal,Moumita Mitra,,#REF!,,,,
Devgiri Bilawal,D,Devgiri Bilawal_7,https://youtu.be/Rz4SFzNgVMI?si=OkVZHecigvfZHEgN,Vocal,Sharad Sathe,,#REF!,,,,
Devgiri Bilawal,D,Devgiri Bilawal_8,https://youtu.be/kc3VHrJdjJ0?si=7tcH0KH_uuq4eruJ,Vocal,Ramashreya Jha,,#REF!,,,,
Devgiri Bilawal,B,Devgiri Bilawal_9,https://youtu.be/4pJKKMYfN00?si=XHSBvqx9R2rYPaA-,Vocal,Kishori Amonkar,,#REF!,,,,
Devgiri Bilawal,C#,Devgiri Bilawal_10,https://youtu.be/tKyyVj6TLG4?si=6tmFerkxYDF61mNZ,Vocal,Nivrutti Sarnaik,,#REF!,,,,Poor recording
Dhanashree,D#,Dhanashree_1,https://youtu.be/PXI675MJoZ8?si=ctdQmHCk04H2YOAm,Vocal,Ulhas Kashalkar,,#REF!,First Edition Arts,,,
Dhanashree,A,Dhanashree_2,https://youtu.be/KY3HWdPASiI?si=mikGl1MgXzWgGcZK,Vocal,Shubhada Paradkar,,#REF!,First Edition Arts,,,
Dhani,A#,Dhani_1,https://youtu.be/PKUO-nqbABg?si=uLVj6vFWIDukUMyf,Vocal,Sawani Shende,,#REF!,,,,
Dhani,D#,Dhani_2,https://youtu.be/tLYfXjPsPq4?si=VtaZ7Uv2Di9Q0UpM,Vocal,Rajan Sajan Mishra,,#REF!,,,,
Dhani,F,Dhani_3,https://youtu.be/Km0WC0ISX20?si=-5VDsnbKBJmgxmq_,Vocal,Kumar Gandharv,,#REF!,,,,
Dhani,A#,Dhani_4,https://youtu.be/05MaWBpkNvE?si=roQEa-Psq9XfPh1r,Vocal,Dyuthi & Snigdha Jahagirdar,,#REF!,,,,Playlist
Dhani,A#,Dhani_5,https://youtu.be/VzoKlWVcGIg?si=ZoZMQbl_gimA1RYR,Vocal,Veena Sahasrabuddhe,,#REF!,,,,
Dhani,D#,Dhani_6,https://youtu.be/wRVar1lhzL8?si=1Oho3ZL6-g_aZpsz,Vocal,Jitendra Abhisheki,,#REF!,,,,
Dhani,D#,Dhani_7,https://youtu.be/MlFkMRnPk_Q?si=h1CPwWQ_vWYYr5u1,Vocal,Venkatesh Kumar,,#REF!,,,,
Dhani,D,Dhani_8,https://youtu.be/VUjQ__gqBJc?si=H4wiHfU2wBXy9vdb,Vocal,Srijan Deshpande,,#REF!,,,,
Dhani,A#,Dhani_9,https://youtu.be/2Z2ALPvXIig?si=7tTwdkacifpWw33V,Vocal,Lakshmi Shankar,,#REF!,,,,
Durga,D#,Durga_1,https://youtu.be/K7H-ptuxlr8?si=P_efCm5kyB74TOuy,Vocal,Venkatesh Kumar,,#REF!,,,,
Durga,D#,Durga_2,https://youtu.be/XfbTpq6cDTk?si=_87VBbQ6KLlQOc4Z,Vocal,Venkatesh Kumar,,#REF!,,,,
Durga,A#,Durga_3,https://youtu.be/3Cj14wrWHqw?si=7wXsmm5YDqlCGkIG,Vocal,Kaushiki Chakraborti,,#REF!,,,,
Durga,C,Durga_4,https://youtu.be/I4FTKvoVWl8?si=hpFkmIvAGRYfx3pf,Vocal,Riyaz Daily,,#REF!,,,,Riyaz channel
Durga,D,Durga_5,https://youtu.be/rTEHQJ5ld6E?si=0TgLTC1-ErN16wt2,Vocal,Rashid Khan,,#REF!,,,,
Durga,D#,Durga_6,https://youtu.be/KzZVMsqhU-o?si=vtFNSNvGAeFv0v07,Vocal,Rajan Mishra,,#REF!,,,,
Durga,D#,Durga_7,https://youtu.be/gR7yqkEzQxI?si=sQ1QnYNwOS9YrGg7,Vocal,Bhimsen Joshi,,#REF!,,,,
Durga,B,Durga_8,https://youtu.be/f1CRp6kCyZQ?si=hzIiS5FdETF7_VF1,Vocal,Manali Bose,,#REF!,1001 Bandishes,,,
Durga,E,Durga_9,https://youtu.be/wvkQweUvkQI?si=NJmSK2jhWstTnQT9,Flute,Hariprasad Chaurasia,,#REF!,,,,
Durga,A#,Durga_10,https://youtu.be/ybqhHmwMADI?si=q1qLNkYm9WpIEcAe,Vocal,Anuradha Kuber,,#REF!,,,,
Gaud Malhar,E,Gaud Malhar_1,,Vocal,Mallikarjun Mansur,,#REF!,CompMusic DB,,,
Gaud Malhar,A#,Gaud Malhar_2,,Vocal,Kishori Amonkar,,#REF!,CompMusic DB,,,
Gaud Malhar,A#,Gaud Malhar_3,,Vocal,Kishori Amonkar,,#REF!,CompMusic DB,,,
Gaud Malhar,A#,Gaud Malhar_4,,Vocal,Kishori Amonkar,,#REF!,CompMusic DB,,,
Gaud Malhar,A#,Gaud Malhar_5,,Vocal,Kishori Amonkar,,#REF!,CompMusic DB,,,
Gaud Malhar,A,Gaud Malhar_6,,Vocal,Gauri Pathare,,#REF!,CompMusic DB,,,
Gaud Malhar,E,Gaud Malhar_7,,Vocal,Rajan Sajan Mishra,,#REF!,CompMusic DB,,,
Gaud Malhar,D,Gaud Malhar_8,,Vocal,Satyasheel Deshpande,,#REF!,CompMusic DB,,,
Gaud Malhar,A,Gaud Malhar_9,,Vocal,Malini Rajurkar,,#REF!,CompMusic DB,,,
Gaud Malhar,D#,Gaud Malhar_10,,Vocal,Omkar Dadarkar,,#REF!,CompMusic DB,,,
Gaud Sarang,E,Gaud Sarang_1,https://youtu.be/20AL-bG4q6Y?si=TGAG12irt0unRsLs,Vocal,Bhimsen Joshi,,#REF!,,,,
Gaud Sarang,E,Gaud Sarang_2,https://youtu.be/9YoXGh1s5KA?si=Fni-OfgM-Mixi9eA,Vocal,Siddhartha Belmannu,,#REF!,,,,
Gaud Sarang,A,Gaud Sarang_3,https://youtu.be/dchgqcMKp7M?si=H1DuqOZccWrtH6BO,Vocal,Manjiri Kelkar,,#REF!,,,,
Gaud Sarang,F,Gaud Sarang_4,https://youtu.be/vApho8HCFh4?si=_-gBkKL45gxriXa2,Vocal,D V Paluskar,,#REF!,,,,
Gaud Sarang,D,Gaud Sarang_5,https://youtu.be/WubrSEQG36Y?si=fVhaliTFaAoT6kHi,Vocal,Rashid Khan,,#REF!,,,,
Gaud Sarang,F,Gaud Sarang_6,https://youtu.be/dmssVlsU9vg?si=F-niD-D8w5AcEMMa,Vocal,Aniruddh Aithal,,#REF!,,,,
Gaud Sarang,D,Gaud Sarang_7,https://youtu.be/3xptxMNlNhA?si=vSEM2FbZpk9NG_UN,Sitar,Purbayan Chatterjee,,#REF!,,,,
Gaud Sarang,D#,Gaud Sarang_8,https://youtu.be/8Gh3J3bK0O8?si=j9VszrGjNvnR_SzY,Vocal,Venkatesh Kumar,,#REF!,,,,
Gaud Sarang,D#,Gaud Sarang_9,https://youtu.be/FrSCKDYet3s?si=uzp-mQYK-buywxeP,Vocal,Kumar Mardur,,#REF!,,,,
Gaud Sarang,D,Gaud Sarang_10,https://youtu.be/PEN-EeKGQk0?si=iMRPMqSNJnC5D1rj,Vocal,Mallikarjun Mansur,,#REF!,,,,
Gauri,A#,Gauri_1,https://youtu.be/QdI2DjLdoOs?si=WyXNi80i4MIL7AXd,Vocal,Ashwini Bhide,,#REF!,,,,
Gauri,G#,Gauri_2,https://youtu.be/a2V7Bm1gPWQ?si=k2BEf-G3jnacIPEy,Vocal,Manjiri Kelkar,,#REF!,,,,
Gauri,C#,Gauri_3,https://youtu.be/YIEnyayjl-w?si=EfNgzEKpM2-bfg-h,Vocal,Gurmeet Singh,,#REF!,,,,
Gauri,C#,Gauri_4,https://youtu.be/aprAWoTtVy8?si=ckJxGbV1ljv329Wo,Vocal,Pt. Jasraj,,#REF!,,,,
Gauri,E,Gauri_5,https://youtu.be/DGEV8Yui5VI?si=Za-1ew-2sZDF7BTG,Vocal,Kedar Bodas,,#REF!,,,,
Gauri,A#,Gauri_6,https://youtu.be/t3nXcAPO_Us?si=7IgQe7hEt1g_T-AO,Vocal,Ashwini Bhide,,#REF!,,,,
Gauri,C#,Gauri_7,https://youtu.be/szgaHp_wYN4?si=r4honytk5mfTVUtN,Vocal,Sanjeev Abhyankar,,#REF!,,,,
Gauri,D,Gauri_8,https://youtu.be/_qqF_-KpxtY?si=0mROpPRBNCoGwRYo,Vocal,Satninder Singh,,#REF!,,,,
Gauri,A#,Gauri_9,https://youtu.be/c4BL5zyM0XA?si=KS5h_X3ywyLCcZrT,Vocal,Swarangi Marathe,,#REF!,,,,
Gavati,D#,Gavati_1,https://youtu.be/OctxFgBlXPw?si=_iO1WwhiPapat3cm,Vocal,Venkatesh Kumar,,#REF!,Bazm-e-khas,,,
Gavati,C,Gavati_2,https://youtu.be/bE1LEFfzMv0?si=d2yZ2ZrQ1E8qhTAr,Sarod,Abhishek Borkar,,#REF!,,,,
Gavati,E,Gavati_3,https://youtu.be/mQMauYtuBwM?si=1Oi_XmMZ72UjM974,Vocal,Jitendra Abhisheki,,#REF!,,,,
Gavati,D#,Gavati_4,https://youtu.be/vFdUHWpbscU?si=Rn5RinmHpHspvpcc,Vocal,Rajan Sajan Mishra,,#REF!,,,,
Gavati,C#,Gavati_5,https://youtu.be/oqIlHxoI7s4?si=MlocAwpn-YhLQj2k,Vocal,Uday Bhawalkar,,#REF!,First Edition Arts Channel,,,
